cid,year,week,anger,disgust,joy,sad,fear,angerlw,disgustlw,joylw,sadlw,fearlw,bindex,cida,cidweek,province,provinceyear,aqi,pm25,realnum,tmin,tmax,wind,sunnyr,popw
32,2015,44,0.0,5.8824000000000005,35.2941,52.9412,5.8824000000000005,0.1,0.1,0.45,0.25,0.1,41.42857100000001,32,3244,21,201521,99.0,69.38571400000001,17,-1.714286,12.285714,3.392857,0.714286,218.0
32,2015,45,6.382999999999999,23.4043,26.9504,34.0426,9.2199,0.0,0.058824,0.352941,0.529412,0.058824,170.71428600000004,32,3245,21,201521,199.857143,166.11428600000005,141,-3.428571,4.285714,3.035714,0.14285699999999998,218.0
32,2015,46,10.6667,14.6667,34.6667,32.0,8.0,0.06383,0.234043,0.269504,0.340426,0.092199,130.85714299999998,32,3246,21,201521,97.571429,71.3,75,-2.0,7.833333,3.107143,0.285714,218.0
32,2015,47,15.0,10.0,30.0,25.0,20.0,0.106667,0.14666700000000002,0.346667,0.32,0.08,66.714286,32,3247,21,201521,76.85714300000002,54.914286,20,-12.285714,-4.714286,3.285714,0.285714,218.0
32,2015,48,13.0435,20.2899,31.8841,21.7391,13.0435,0.15,0.1,0.3,0.25,0.2,101.428571,32,3248,21,201521,96.142857,70.714286,69,-12.571429,-3.285714,3.107143,0.285714,218.0
32,2015,49,15.068500000000002,20.5479,27.3973,20.5479,16.4384,0.130435,0.202899,0.318841,0.217391,0.130435,96.428571,32,3249,21,201521,80.85714300000002,56.042857,73,-11.714286,0.14285699999999998,3.321429,0.428571,218.0
32,2015,50,11.3636,22.7273,27.2727,27.2727,11.3636,0.150685,0.205479,0.273973,0.205479,0.164384,127.428571,32,3250,21,201521,140.28571399999998,108.957143,88,-11.142857,-0.14285699999999998,3.035714,0.428571,218.0
32,2015,51,12.6984,19.0476,33.3333,27.77780000000001,7.142900000000001,0.113636,0.227273,0.272727,0.272727,0.113636,157.71428600000004,32,3251,21,201521,126.28571399999998,94.028571,126,-11.285714,0.428571,3.035714,0.714286,218.0
32,2015,52,6.0976,30.4878,41.4634,13.414599999999998,8.5366,0.126984,0.190476,0.333333,0.277778,0.07142899999999999,124.28571399999998,32,3252,21,201521,107.142857,79.92857099999998,82,-18.714286,-6.571428999999998,3.214286,0.571429,218.0
32,2016,1,1.8182,27.2727,34.545500000000004,23.6364,12.7273,0.060976,0.30487800000000004,0.414634,0.13414600000000002,0.085366,119.571429,32,3201,21,201621,127.571429,94.1,55,-18.285714,-3.571429,3.142857,0.714286,218.0
32,2016,2,5.0,30.0,45.0,15.0,5.0,0.018182,0.272727,0.345455,0.236364,0.127273,67.714286,32,3202,21,201621,76.57142900000002,52.085714,20,-23.142857,-7.428571000000002,3.0,0.714286,218.0
32,2016,3,9.6774,32.2581,29.0323,22.5806,6.4516,0.05,0.3,0.45,0.15,0.05,82.57142900000002,32,3203,21,201621,79.0,56.442857,31,-24.857143,-10.571429,3.142857,0.571429,218.0
32,2016,4,8.1081,24.3243,32.4324,29.7297,5.4054,0.096774,0.322581,0.290323,0.225806,0.06451599999999999,58.285714,32,3204,21,201621,89.85714300000002,59.628571,37,-24.714286,-9.142857,3.285714,0.714286,218.0
32,2016,5,8.333300000000001,0.0,58.3333,25.0,8.333300000000001,0.081081,0.243243,0.324324,0.297297,0.054054,58.285714,32,3205,21,201621,82.714286,56.442857,12,-22.0,-5.142857,3.0,0.857143,218.0
32,2016,6,7.142900000000001,28.571400000000004,42.8571,14.285700000000002,7.142900000000001,0.083333,0.0,0.583333,0.25,0.083333,32.571428999999995,32,3206,21,201621,92.857143,64.57142900000001,14,-12.428571,1.285714,3.214286,0.714286,218.0
32,2016,7,12.5,37.5,16.666700000000002,25.0,8.333300000000001,0.07142899999999999,0.285714,0.428571,0.14285699999999998,0.07142899999999999,16.857143,32,3207,21,201621,60.428571,34.514286,24,-14.857143,-0.285714,3.857143,0.714286,218.0
32,2016,8,18.75,18.75,37.5,6.25,18.75,0.125,0.375,0.166667,0.25,0.083333,50.571429,32,3208,21,201621,62.285714,37.085714,16,-17.285714000000002,-2.714286,3.142857,0.571429,218.0
32,2016,9,30.7692,7.6923,23.0769,30.7692,7.6923,0.1875,0.1875,0.375,0.0625,0.1875,41.0,32,3209,21,201621,81.85714300000002,48.6,13,-13.0,1.5,3.357143,0.285714,218.0
32,2016,10,23.8095,23.8095,23.8095,23.8095,4.7619,0.307692,0.076923,0.230769,0.307692,0.076923,74.57142900000002,32,3210,21,201621,115.857143,42.7,21,-7.428571000000002,2.714286,3.285714,0.714286,218.0
32,2016,11,0.0,66.6667,33.3333,0.0,0.0,0.238095,0.238095,0.238095,0.238095,0.047619,58.14285699999999,32,3211,21,201621,79.285714,48.942857,3,-3.833333,8.166667,4.357143,0.714286,218.0
32,2016,12,0.0,0.0,55.55560000000001,33.3333,11.1111,0.0,0.666667,0.333333,0.0,0.0,91.857143,32,3212,21,201621,75.285714,44.842857,9,-4.0,10.571429,3.714286,0.714286,218.0
32,2016,13,5.8824000000000005,23.5294,23.5294,29.4118,17.6471,0.0,0.0,0.555556,0.333333,0.111111,76.14285699999998,32,3213,21,201621,90.142857,56.285714,17,0.0,15.571429,4.0,0.857143,218.0
32,2016,14,0.0,0.0,28.571400000000004,71.4286,0.0,0.058824,0.235294,0.235294,0.294118,0.17647100000000002,41.571429,32,3214,21,201621,70.42857099999998,29.414286,7,0.714286,15.714285999999998,3.857143,0.714286,218.0
32,2016,15,10.0,10.0,60.0,20.0,0.0,0.0,0.0,0.285714,0.714286,0.0,59.14285699999999,32,3215,21,201621,80.42857099999998,34.928571000000005,10,1.142857,14.571429,3.214286,0.428571,218.0
32,2016,16,8.333300000000001,16.666700000000002,41.6667,33.3333,0.0,0.1,0.1,0.6,0.2,0.0,32.571428999999995,32,3216,21,201621,57.428571,32.642857,12,4.5,17.666667,3.714286,0.14285699999999998,218.0
32,2016,17,14.285700000000002,14.285700000000002,28.571400000000004,28.571400000000004,14.285700000000002,0.083333,0.166667,0.416667,0.333333,0.0,41.285714,32,3217,21,201621,70.42857099999998,26.057143,7,4.285714,19.285714,3.857143,0.571429,218.0
32,2016,18,0.0,22.2222,44.4444,33.3333,0.0,0.14285699999999998,0.14285699999999998,0.285714,0.285714,0.14285699999999998,24.428571,32,3218,21,201621,114.142857,50.828571,9,8.714286,20.714286,4.571429,0.0,218.0
32,2016,19,22.2222,22.2222,22.2222,33.3333,0.0,0.0,0.222222,0.444444,0.333333,0.0,33.428571000000005,32,3219,21,201621,175.571429,64.14285699999999,9,6.571428999999998,21.285714,4.071429,0.571429,218.0
32,2016,20,16.666700000000002,0.0,50.0,33.3333,0.0,0.222222,0.222222,0.222222,0.333333,0.0,24.428571,32,3220,21,201621,146.428571,61.5,6,9.285714,23.428571,4.142857,0.714286,218.0
32,2016,21,0.0,50.0,50.0,0.0,0.0,0.166667,0.0,0.5,0.333333,0.0,25.0,32,3221,21,201621,146.571429,58.057143,2,10.857143,24.714286,3.5,0.571429,218.0
32,2016,22,0.0,25.0,25.0,50.0,0.0,0.0,0.5,0.5,0.0,0.0,8.142857000000001,32,3222,21,201621,141.85714299999995,41.828571,4,11.571429,27.571429,3.857143,0.857143,218.0
32,2016,23,10.0,30.0,30.0,30.0,0.0,0.0,0.25,0.25,0.5,0.0,16.714285999999998,32,3223,21,201621,122.571429,29.857143,10,14.0,29.571429,3.071429,0.571429,218.0
32,2016,24,0.0,33.3333,33.3333,11.1111,22.2222,0.1,0.3,0.3,0.3,0.0,24.428571,32,3224,21,201621,79.285714,26.428571,9,14.571429,26.0,2.357143,0.285714,218.0
32,2016,25,0.0,33.3333,55.55560000000001,11.1111,0.0,0.0,0.333333,0.333333,0.111111,0.222222,41.285714,32,3225,21,201621,88.57142900000002,39.571429,9,17.285714000000002,27.0,2.642857,0.0,218.0
32,2016,26,0.0,16.666700000000002,33.3333,50.0,0.0,0.0,0.333333,0.555556,0.111111,0.0,9.0,32,3226,21,201621,74.85714300000002,26.571429,6,16.428570999999998,27.428571,2.928571,0.428571,218.0
32,2016,27,16.666700000000002,16.666700000000002,25.0,33.3333,8.333300000000001,0.0,0.166667,0.333333,0.5,0.0,8.142857000000001,32,3227,21,201621,95.714286,30.285714,12,17.857143,30.571429,1.785714,0.857143,218.0
32,2016,28,7.6923,23.0769,30.7692,30.7692,7.6923,0.166667,0.166667,0.25,0.333333,0.083333,8.142857000000001,32,3228,21,201621,94.428571,33.428571000000005,13,19.571429,31.857143,2.642857,0.857143,218.0
32,2016,29,11.1111,11.1111,11.1111,66.6667,0.0,0.076923,0.230769,0.307692,0.307692,0.076923,8.142857000000001,32,3229,21,201621,85.85714300000002,33.285714,9,19.428571,28.285714,2.071429,0.285714,218.0
32,2016,30,13.3333,20.0,13.3333,53.3333,0.0,0.111111,0.111111,0.111111,0.666667,0.0,8.142857000000001,32,3230,21,201621,62.714286,29.714286,15,22.285714,29.142857,2.785714,0.14285699999999998,218.0
32,2016,31,18.1818,18.1818,27.2727,36.3636,0.0,0.13333299999999998,0.2,0.13333299999999998,0.533333,0.0,8.142857000000001,32,3231,21,201621,83.714286,33.142857,11,22.142857,31.0,1.785714,0.285714,218.0
32,2016,32,0.0,0.0,40.0,40.0,20.0,0.181818,0.181818,0.272727,0.363636,0.0,8.142857000000001,32,3232,21,201621,87.85714300000002,28.714286,5,20.285714,31.428571,2.928571,0.714286,218.0
32,2016,33,12.5,25.0,25.0,37.5,0.0,0.0,0.0,0.4,0.4,0.2,8.142857000000001,32,3233,21,201621,78.42857099999998,27.857143,8,19.428571,30.714286,2.071429,0.571429,218.0
32,2016,34,0.0,0.0,42.8571,42.8571,14.285700000000002,0.125,0.25,0.25,0.375,0.0,16.571429000000002,32,3234,21,201621,53.571429,16.0,7,16.857143,27.285714,2.928571,0.428571,218.0
32,2016,35,25.0,25.0,37.5,12.5,0.0,0.0,0.0,0.428571,0.428571,0.14285699999999998,0.0,32,3235,21,201621,41.42857100000001,10.714286,8,12.428571,22.714286,4.214286,0.285714,218.0
32,2016,36,16.666700000000002,16.666700000000002,0.0,66.6667,0.0,0.25,0.25,0.375,0.125,0.0,24.428571,32,3236,21,201621,60.14285699999999,25.0,6,16.285714000000002,25.571429,1.5,0.0,218.0
32,2016,37,0.0,0.0,100.0,0.0,0.0,0.166667,0.166667,0.0,0.666667,0.0,0.0,32,3237,21,201621,71.57142900000002,38.571429,1,14.0,24.714286,2.071429,0.0,218.0
32,2016,38,25.0,0.0,50.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,8.714286,32,3238,21,201621,49.142857,23.571429,4,9.428571,23.428571,1.5,0.857143,218.0
32,2016,39,7.142900000000001,21.4286,42.8571,21.4286,7.142900000000001,0.25,0.0,0.5,0.0,0.25,16.285714000000002,32,3239,21,201621,56.14285699999999,32.142857,14,9.428571,21.857143,2.5,0.571429,218.0
32,2016,40,0.0,24.0,40.0,32.0,4.0,0.07142899999999999,0.214286,0.428571,0.214286,0.07142899999999999,24.428571,32,3240,21,201621,59.714286,37.714286,25,6.714286,20.142857,2.785714,0.428571,218.0
32,2016,41,0.0,4.0,68.0,24.0,4.0,0.0,0.24,0.4,0.32,0.04,8.428571,32,3241,21,201621,54.14285699999999,35.285714,25,1.5714290000000002,13.571429,2.928571,0.571429,218.0
32,2016,42,9.0909,22.7273,31.8182,36.3636,0.0,0.0,0.04,0.68,0.24,0.04,16.285714000000002,32,3242,21,201621,87.285714,62.85714300000001,22,7.4,19.4,2.928571,0.857143,218.0
32,2016,43,6.25,31.25,43.75,18.75,0.0,0.090909,0.227273,0.318182,0.363636,0.0,75.0,32,3243,21,201621,91.428571,65.714286,16,-0.14285699999999998,12.571429,2.357143,0.571429,218.0
32,2016,44,9.0909,9.0909,45.4545,18.1818,18.1818,0.0625,0.3125,0.4375,0.1875,0.0,40.714286,32,3244,21,201621,57.85714300000001,37.571429,11,-7.571428999999998,4.714286,3.357143,0.714286,218.0
32,2016,45,6.0,14.000000000000002,32.0,28.000000000000004,20.0,0.090909,0.090909,0.454545,0.181818,0.181818,84.42857099999998,32,3245,21,201621,110.71428600000002,81.42857099999998,50,-6.666667,3.0,3.214286,0.428571,218.0
32,2016,46,3.5714,7.142900000000001,50.0,35.7143,3.5714,0.06,0.14,0.32,0.28,0.2,33.142857,32,3246,21,201621,84.42857099999998,57.285714,28,-3.714286,6.285714,2.5,0.285714,218.0
32,2016,47,21.9512,34.146300000000004,24.3902,14.6341,4.878,0.035714,0.07142899999999999,0.5,0.357143,0.035714,41.142857,32,3247,21,201621,64.57142900000001,43.857143,41,-12.285714,-0.571429,3.357143,0.714286,218.0
32,2016,48,19.0476,0.0,47.619,23.8095,9.5238,0.219512,0.341463,0.243902,0.146341,0.04878,33.0,32,3248,21,201621,79.57142900000002,55.571429,21,-9.0,1.4285709999999998,2.928571,0.714286,218.0
32,2016,49,9.434,22.6415,39.62260000000001,20.7547,7.5472,0.190476,0.0,0.47619,0.238095,0.095238,50.857143,32,3249,21,201621,88.57142900000002,63.571429,53,-11.0,1.4285709999999998,3.5,0.428571,218.0
32,2016,50,9.0909,15.1515,39.3939,18.1818,18.1818,0.09434,0.226415,0.396226,0.207547,0.075472,68.14285699999999,32,3250,21,201621,131.71428600000002,99.428571,33,-18.285714,-4.285714,3.214286,0.714286,218.0
32,2016,51,16.666700000000002,24.359,21.7949,16.666700000000002,20.5128,0.090909,0.151515,0.393939,0.181818,0.181818,204.428571,32,3251,21,201621,150.428571,113.142857,78,-9.857143,2.285714,2.357143,0.285714,218.0
32,2016,52,14.285700000000002,28.571400000000004,14.285700000000002,0.0,42.8571,0.166667,0.24359,0.217949,0.166667,0.20512800000000006,99.285714,32,3252,21,201621,74.57142900000002,49.857143,7,-19.0,-5.714286,3.357143,0.571429,218.0
34,2014,40,0.0,56.25,25.0,9.375,9.375,0.0,0.0,0.0,0.0,0.0,117.71428600000002,34,3440,35,201435,66.57142900000001,29.2,32,20.571429,28.142857,0.0,0.14285699999999998,655.5
34,2014,41,7.474699999999999,24.6465,36.3636,23.0303,8.4848,0.0,0.5625,0.25,0.09375,0.09375,297.142857,34,3441,35,201435,56.14285699999999,25.514286,495,20.285714,29.142857,0.0,0.428571,655.5
34,2014,42,7.5949,24.0506,31.6456,27.8481,8.860800000000003,0.07474700000000001,0.246465,0.363636,0.230303,0.084848,225.857143,34,3442,35,201435,83.85714300000002,44.114286,158,18.857143,27.857143,0.0,0.285714,655.5
34,2014,43,11.8943,20.7048,37.8855,22.9075,6.6079,0.075949,0.240506,0.316456,0.278481,0.088608,218.714286,34,3443,35,201435,65.285714,32.685714000000004,227,18.571429,26.428571,0.0,0.0,655.5
34,2014,44,9.6552,22.7586,42.7586,19.3103,5.5172,0.118943,0.207048,0.378855,0.229075,0.066079,191.714286,34,3444,35,201435,53.714286,24.428571,145,18.0,25.857143,0.0,0.0,655.5
34,2014,45,16.4384,28.7671,35.6164,12.3288,6.8493,0.096552,0.227586,0.427586,0.193103,0.055172000000000006,151.0,34,3445,35,201435,54.14285699999999,30.185714,73,17.142857,22.571429,0.0,0.0,655.5
34,2014,46,9.6154,23.0769,28.8462,25.0,13.4615,0.164384,0.287671,0.356164,0.123288,0.068493,157.571429,34,3446,35,201435,62.0,39.014286,52,15.0,19.857143,0.0,0.14285699999999998,655.5
34,2014,47,13.2075,18.8679,28.9308,29.5597,9.434,0.096154,0.230769,0.288462,0.25,0.134615,171.0,34,3447,35,201435,57.714286,28.157143,159,16.428570999999998,23.571429,0.0,0.0,655.5
34,2014,48,20.6349,17.4603,28.571400000000004,29.3651,3.9683,0.132075,0.188679,0.289308,0.295597,0.09434,162.14285700000005,34,3448,35,201435,57.0,32.142857,126,15.0,20.857143,0.428571,0.0,655.5
34,2014,49,8.955200000000003,19.403,46.2687,22.3881,2.9851,0.206349,0.174603,0.285714,0.293651,0.039683,137.428571,34,3449,35,201435,53.571429,31.585714000000007,67,9.571429,15.857143,0.0,0.14285699999999998,655.5
34,2014,50,24.3243,24.3243,27.027,16.2162,8.1081,0.08955199999999999,0.19403,0.462687,0.223881,0.029851,131.571429,34,3450,35,201435,59.714286,37.285714,74,7.857142999999999,15.428571,0.0,0.14285699999999998,655.5
34,2014,51,6.5574,16.3934,47.541,22.9508,6.5574,0.243243,0.243243,0.27026999999999995,0.162162,0.081081,134.428571,34,3451,35,201435,62.571429,37.957143,61,7.285714,15.142857,0.0,0.428571,655.5
34,2014,52,8.955200000000003,17.910400000000006,53.73130000000001,19.403,0.0,0.06557400000000001,0.163934,0.4754100000000001,0.229508,0.06557400000000001,137.0,34,3452,35,201435,62.285714,38.914286,67,8.857142999999997,16.857143,0.0,0.285714,655.5
34,2015,1,13.095200000000002,17.8571,27.381,36.9048,4.7619,0.08955199999999999,0.179104,0.537313,0.19403,0.0,158.71428600000004,34,3401,35,201535,27.857143,20.428571,84,7.714286,17.0,0.0,0.428571,655.5
34,2015,2,9.8765,16.0494,44.4444,20.9877,8.642000000000001,0.130952,0.178571,0.27381,0.369048,0.047619,170.85714299999995,34,3402,35,201535,55.285714,35.3,81,7.571428999999998,14.571429,0.0,0.285714,655.5
34,2015,3,7.142900000000001,19.8413,35.7143,25.3968,11.9048,0.098765,0.160494,0.444444,0.209877,0.08642000000000001,157.428571,34,3403,35,201535,81.14285699999998,53.64285699999999,126,7.0,16.714285999999998,0.0,0.285714,655.5
34,2015,4,11.6279,10.8527,31.007800000000003,37.2093,9.3023,0.07142899999999999,0.198413,0.357143,0.253968,0.119048,130.85714299999998,34,3404,35,201535,85.57142900000002,61.414286,129,9.142857,17.0,0.0,0.285714,655.5
34,2015,5,8.974400000000003,15.3846,44.8718,25.641,5.1282000000000005,0.116279,0.108527,0.310078,0.372093,0.093023,122.142857,34,3405,35,201535,51.857143,33.628571,78,8.142857000000001,13.571429,0.0,0.0,655.5
34,2015,6,11.811,28.3465,37.7953,15.748,6.299200000000001,0.089744,0.153846,0.448718,0.25641,0.051282000000000015,85.57142900000002,34,3406,35,201535,69.0,46.957143,127,5.714286,14.285714000000002,0.0,0.14285699999999998,655.5
34,2015,7,16.4179,19.403,35.8209,19.403,8.955200000000003,0.11811,0.283465,0.377953,0.15748,0.06299199999999999,122.428571,34,3407,35,201535,77.0,52.2,67,10.857143,19.857143,0.0,0.14285699999999998,655.5
34,2015,8,5.7971,18.8406,39.1304,26.087,10.1449,0.164179,0.19403,0.358209,0.19403,0.08955199999999999,95.857143,34,3408,35,201535,45.571429,26.7,69,12.0,19.0,0.0,0.0,655.5
34,2015,9,21.4538,24.6295,27.5935,9.2449,17.0783,0.057971,0.188406,0.391304,0.26087,0.101449,437.14285700000005,34,3409,35,201535,41.142857,21.657143,1417,10.0,15.0,0.0,0.0,655.5
34,2015,10,23.2836,23.8806,23.5821,18.209,11.0448,0.214538,0.246295,0.275935,0.092449,0.170783,319.0,34,3410,35,201535,46.142857,28.428571,335,8.428571,13.142857,0.0,0.0,655.5
34,2015,11,10.989,16.4835,35.7143,26.9231,9.8901,0.232836,0.238806,0.235821,0.18209,0.110448,258.571429,34,3411,35,201535,65.0,38.128571,182,14.0,23.285714,0.0,0.0,655.5
34,2015,12,16.8421,15.7895,43.1579,15.7895,8.4211,0.10989000000000003,0.16483499999999998,0.357143,0.269231,0.098901,206.571429,34,3412,35,201535,61.285714,29.428571,95,12.857143,19.428571,0.0,0.0,655.5
34,2015,13,11.4754,12.2951,46.7213,14.7541,14.7541,0.16842100000000002,0.157895,0.431579,0.157895,0.08421100000000001,188.0,34,3413,35,201535,60.285714,31.285714,122,16.0,25.571429,0.5,0.0,655.5
34,2015,14,17.6471,22.3529,37.6471,15.2941,7.0588,0.114754,0.122951,0.467213,0.147541,0.147541,162.0,34,3414,35,201535,66.714286,36.328571,85,18.142857,28.428571,0.464286,0.428571,655.5
34,2015,15,4.7059,21.1765,41.1765,23.5294,9.4118,0.17647100000000002,0.223529,0.376471,0.15294100000000002,0.070588,168.428571,34,3415,35,201535,58.0,29.8,85,11.428571,20.0,0.0,0.285714,655.5
34,2015,16,15.6863,19.6078,36.2745,22.549,5.8824000000000005,0.047059,0.211765,0.411765,0.235294,0.094118,185.428571,34,3416,35,201535,75.14285699999998,41.985714,102,17.285714000000002,26.428571,0.464286,0.14285699999999998,655.5
34,2015,17,14.0625,15.625,40.625,23.4375,6.25,0.156863,0.196078,0.362745,0.22549,0.058824,163.14285700000005,34,3417,35,201535,63.0,29.714286,64,17.285714000000002,26.285714,0.0,0.0,655.5
34,2015,18,1.8182,32.7273,43.6364,10.9091,10.9091,0.140625,0.15625,0.40625,0.234375,0.0625,161.28571399999996,34,3418,35,201535,73.714286,41.685714,55,18.428571,26.285714,0.0,0.0,655.5
34,2015,19,6.1224,20.4082,44.898,16.3265,12.2449,0.018182,0.327273,0.436364,0.109091,0.109091,143.71428600000004,34,3419,35,201535,71.0,33.557143,49,19.285714,28.0,0.0,0.14285699999999998,655.5
34,2015,20,18.1818,18.1818,43.6364,18.1818,1.8182,0.061224,0.204082,0.4489800000000001,0.16326500000000002,0.122449,144.428571,34,3420,35,201535,59.571429,29.828571000000004,55,22.285714,30.714286,0.0,0.0,655.5
34,2015,21,16.3265,14.285700000000002,48.9796,8.1633,12.2449,0.181818,0.181818,0.436364,0.181818,0.018182,145.0,34,3421,35,201535,47.714286,23.0,49,19.428571,24.0,0.5,0.0,655.5
34,2015,22,26.8293,19.5122,17.0732,31.7073,4.878,0.16326500000000002,0.14285699999999998,0.489796,0.081633,0.122449,143.71428600000004,34,3422,35,201535,50.857143,23.957143,41,23.857143,31.571429,0.0,0.0,655.5
34,2015,23,13.9535,20.9302,44.18600000000001,13.9535,6.976699999999999,0.268293,0.195122,0.170732,0.317073,0.04878,148.0,34,3423,35,201535,49.142857,24.657143,43,22.714286,29.714286,0.0,0.0,655.5
34,2015,24,9.434,22.6415,47.1698,18.8679,1.8868,0.139535,0.209302,0.44186,0.139535,0.069767,140.71428600000002,34,3424,35,201535,49.142857,19.471429,53,25.857143,35.0,0.0,0.0,655.5
34,2015,25,5.7143,28.571400000000004,37.1429,20.0,8.5714,0.09434,0.226415,0.471698,0.188679,0.018868,131.28571399999998,34,3425,35,201535,43.714286,17.842857000000006,35,25.142857,31.285714,0.0,0.0,655.5
34,2015,26,12.1951,19.5122,43.9024,17.0732,7.3171,0.057142999999999985,0.285714,0.371429,0.2,0.085714,108.0,34,3426,35,201535,55.571429,24.342857,41,27.0,36.571429,0.0,0.285714,655.5
34,2015,27,3.5714,25.0,39.2857,7.142900000000001,25.0,0.121951,0.195122,0.439024,0.170732,0.073171,110.857143,34,3427,35,201535,32.714286,12.542857,28,24.285714,29.0,0.5,0.0,655.5
34,2015,28,30.9524,26.1905,19.0476,21.4286,2.381,0.035714,0.25,0.392857,0.07142899999999999,0.25,106.142857,34,3428,35,201535,44.857143,20.142857,42,25.857143,33.428571000000005,2.25,0.0,655.5
34,2015,29,6.4516,6.4516,67.7419,3.2258,16.128999999999998,0.309524,0.261905,0.190476,0.214286,0.02381,129.14285700000002,34,3429,35,201535,35.714286,17.414285999999993,31,25.285714,31.571429,1.5714290000000002,0.0,655.5
34,2015,30,6.6667000000000005,26.6667,40.0,13.3333,13.3333,0.06451599999999999,0.06451599999999999,0.677419,0.032257999999999995,0.16129000000000002,78.714286,34,3430,35,201535,44.0,19.171429,15,26.142857,34.571428999999995,2.964286,0.0,655.5
34,2015,31,9.8039,23.5294,29.4118,27.451,9.8039,0.06666699999999999,0.266667,0.4,0.13333299999999998,0.13333299999999998,118.857143,34,3431,35,201535,61.285714,33.442857000000004,51,25.571429,35.714286,2.785714,0.285714,655.5
34,2015,32,13.5135,21.6216,18.9189,27.027,18.9189,0.098039,0.235294,0.294118,0.27451,0.098039,113.71428600000002,34,3432,35,201535,33.285714,17.042857,37,25.428571,31.428571,4.214286,0.0,655.5
34,2015,33,25.0,30.0,27.500000000000004,10.0,7.5,0.13513499999999998,0.216216,0.189189,0.27026999999999995,0.189189,102.857143,34,3433,35,201535,40.571429,18.942857,40,25.857143,32.714286,0.928571,0.0,655.5
34,2015,34,25.641,15.3846,30.7692,17.948700000000006,10.2564,0.25,0.3,0.275,0.1,0.075,100.0,34,3434,35,201535,36.285714,14.728571,39,25.285714,33.0,2.642857,0.0,655.5
34,2015,35,17.1429,20.0,40.0,14.285700000000002,8.5714,0.25641,0.153846,0.307692,0.17948699999999998,0.10256400000000003,77.57142900000002,34,3435,35,201535,41.571429,21.314286,35,24.0,28.571429,1.857143,0.0,655.5
34,2015,36,15.9091,22.7273,43.1818,9.0909,9.0909,0.171429,0.2,0.4,0.14285699999999998,0.085714,85.714286,34,3436,35,201535,37.714286,17.542857,44,23.857143,31.571429,2.928571,0.0,655.5
34,2015,37,11.4286,17.1429,37.1429,25.7143,8.5714,0.159091,0.227273,0.431818,0.090909,0.090909,87.85714300000002,34,3437,35,201535,46.0,23.585714000000007,35,22.714286,28.285714,3.571429,0.0,655.5
34,2015,38,3.4091000000000005,38.6364,11.3636,7.9545,38.6364,0.11428599999999997,0.171429,0.371429,0.257143,0.085714,117.0,34,3438,35,201535,47.142857,25.985714,88,22.285714,27.285714,2.392857,0.0,655.5
34,2015,39,8.333300000000001,14.5833,52.0833,14.5833,10.4167,0.034091,0.386364,0.113636,0.079545,0.386364,119.0,34,3439,35,201535,41.142857,21.3,48,23.142857,28.428571,4.214286,0.0,655.5
34,2015,40,6.7797,16.9492,42.3729,27.1186,6.7797,0.083333,0.145833,0.520833,0.145833,0.104167,172.428571,34,3440,35,201535,42.0,20.171429,59,22.571429,27.285714,3.071429,0.0,655.5
34,2015,41,21.4286,16.666700000000002,23.8095,28.571400000000004,9.5238,0.067797,0.169492,0.423729,0.27118600000000004,0.067797,158.71428600000004,34,3441,35,201535,53.714286,31.642857,42,18.714286,25.0,2.964286,0.428571,655.5
34,2015,42,8.1967,22.1311,34.4262,18.0328,17.2131,0.214286,0.166667,0.238095,0.285714,0.095238,151.71428600000004,34,3442,35,201535,41.285714,21.842857,122,19.571429,26.0,4.428571,0.428571,655.5
34,2015,43,12.3077,16.923099999999998,43.0769,18.4615,9.2308,0.081967,0.221311,0.344262,0.180328,0.172131,134.28571399999998,34,3443,35,201535,50.0,29.1,65,19.714286,27.0,2.571429,0.14285699999999998,655.5
34,2015,44,12.6984,22.2222,34.9206,20.6349,9.5238,0.123077,0.169231,0.430769,0.184615,0.092308,137.571429,34,3444,35,201535,44.857143,26.642857,63,17.857143,21.857143,3.107143,0.0,655.5
34,2015,45,6.976699999999999,16.2791,56.9767,12.0155,7.751900000000001,0.126984,0.222222,0.349206,0.206349,0.095238,181.857143,34,3445,35,201535,41.857143,21.1,258,19.857143,25.285714,2.035714,0.0,655.5
34,2015,46,10.1064,18.617,37.234,28.7234,5.3191000000000015,0.069767,0.16279100000000002,0.569767,0.120155,0.077519,175.571429,34,3446,35,201535,47.714286,24.585714000000007,188,19.142857,24.857143,1.0,0.0,655.5
34,2015,47,9.8592,7.0423,47.8873,25.3521,9.8592,0.101064,0.18617,0.37234,0.287234,0.053191,143.14285700000005,34,3447,35,201535,39.714286,19.9,71,17.857143,24.142857,3.464286,0.0,655.5
34,2015,48,13.0081,22.6016,32.6829,17.2358,14.4715,0.098592,0.070423,0.478873,0.253521,0.098592,299.571429,34,3448,35,201535,45.571429,24.671429,615,13.285714000000002,18.571429,2.464286,0.285714,655.5
34,2015,49,15.8929,18.75,36.4286,16.964299999999998,11.9643,0.130081,0.226016,0.326829,0.17235799999999998,0.144715,338.571429,34,3449,35,201535,36.285714,17.842857000000006,560,12.285714,16.285714000000002,3.785714,0.0,655.5
