cid,income,year,week,anger,disgust,joy,sad,fear,angerlw,disgustlw,joylw,sadlw,fearlw,bindex,season,cida,cidweek,province,provinceyear,aqi,pm25,realnum,tmin,tmax,wind,sunnyr
2,25089.0,2017,1,8.5153,19.6507,33.4061,27.7293,10.6987,0.12903199999999998,0.12903199999999998,0.387097,0.12903199999999998,0.225806,687.428571,4,2,201,41,201741,303.571429,253.571429,458,-0.6,6.0,1.0714290000000002,0.0
2,25089.0,2017,2,11.9658,22.2222,37.6068,23.9316,4.2735,0.08515299999999999,0.196507,0.334061,0.277293,0.10698699999999997,284.428571,4,2,202,41,201741,217.714286,174.428571,117,-2.166667,5.666667,1.4285709999999998,0.571429
2,25089.0,2017,3,27.9412,17.6471,32.3529,20.5882,1.4706,0.119658,0.222222,0.376068,0.239316,0.042735,198.0,4,2,203,41,201741,89.14285699999998,68.57142900000001,68,-3.714286,4.285714,0.642857,0.428571
2,25089.0,2017,4,8.1081,24.3243,35.1351,27.027,5.4054,0.279412,0.17647100000000002,0.323529,0.205882,0.014706,130.428571,4,2,204,41,201741,172.14285700000005,143.85714299999995,37,-3.333333,6.166667,0.857143,0.428571
2,25089.0,2017,5,0.0,29.0323,45.1613,19.3548,6.4516,0.081081,0.243243,0.351351,0.27026999999999995,0.054054,123.857143,4,2,205,41,201741,141.14285700000005,110.428571,31,-3.714286,5.142857,0.928571,0.714286
2,25089.0,2017,6,8.5714,11.4286,42.8571,22.8571,14.285700000000002,0.0,0.290323,0.451613,0.193548,0.06451599999999999,181.428571,4,2,206,41,201741,169.0,136.14285700000002,35,-3.142857,6.0,1.142857,0.571429
2,25089.0,2017,7,23.3333,20.0,23.3333,23.3333,10.0,0.085714,0.11428599999999997,0.428571,0.228571,0.14285699999999998,219.571429,4,2,207,41,201741,174.71428600000004,141.14285700000005,30,1.833333,13.833332999999998,0.928571,0.857143
2,25089.0,2017,8,0.0,7.6923,69.2308,15.3846,7.6923,0.233333,0.2,0.233333,0.233333,0.1,144.428571,4,2,208,41,201741,90.428571,63.428571,13,-1.2,9.4,0.928571,0.571429
2,25089.0,2017,9,0.0,33.3333,50.0,0.0,16.666700000000002,0.0,0.076923,0.692308,0.153846,0.076923,101.285714,2,2,209,41,201741,105.857143,72.714286,12,3.166667,15.666667000000002,1.285714,0.714286
2,25089.0,2017,10,14.285700000000002,0.0,71.4286,14.285700000000002,0.0,0.0,0.333333,0.5,0.0,0.166667,131.428571,1,2,210,41,201741,55.714286,35.57142899999999,7,2.5,15.5,0.928571,0.857143
2,25089.0,2017,11,25.0,0.0,50.0,0.0,25.0,0.14285699999999998,0.0,0.714286,0.14285699999999998,0.0,118.857143,1,2,211,41,201741,98.857143,69.85714300000001,4,4.857143,14.857143,1.214286,0.285714
2,25089.0,2017,12,50.0,0.0,50.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,75.285714,1,2,212,41,201741,128.85714299999998,97.428571,2,5.857143,14.714285999999998,0.642857,0.0
2,25089.0,2017,13,9.0909,36.3636,27.2727,18.1818,9.0909,0.5,0.0,0.5,0.0,0.0,112.28571399999998,1,2,213,41,201741,108.857143,80.85714300000002,11,6.571428999999998,17.142857,1.214286,0.571429
2,25089.0,2017,14,28.571400000000004,14.285700000000002,42.8571,14.285700000000002,0.0,0.090909,0.363636,0.272727,0.181818,0.090909,87.85714300000002,1,2,214,41,201741,114.71428600000002,85.714286,7,10.857143,19.857143,1.5714290000000002,0.285714
2,25089.0,2017,15,30.0,10.0,20.0,40.0,0.0,0.285714,0.14285699999999998,0.428571,0.14285699999999998,0.0,59.0,1,2,215,41,201741,95.428571,63.285714,10,10.571429,20.142857,1.214286,0.14285699999999998
2,25089.0,2017,16,10.0,30.0,30.0,20.0,10.0,0.3,0.1,0.2,0.4,0.0,49.714286,1,2,216,41,201741,59.571429,30.285714,10,12.571429,24.142857,1.214286,0.714286
2,25089.0,2017,17,0.0,0.0,75.0,0.0,25.0,0.1,0.3,0.3,0.2,0.1,91.714286,1,2,217,41,201741,84.57142900000002,47.285714,4,12.714286,25.142857,1.4285709999999998,0.714286
2,25089.0,2017,18,14.285700000000002,28.571400000000004,14.285700000000002,42.8571,0.0,0.0,0.0,0.75,0.0,0.25,88.85714300000002,1,2,218,41,201741,9.0,5.0,7,14.142857,26.142857,1.4285709999999998,0.714286
2,25089.0,2017,19,0.0,50.0,50.0,0.0,0.0,0.14285699999999998,0.285714,0.14285699999999998,0.428571,0.0,33.857143,1,2,219,41,201741,35.142857,14.714285999999998,2,17.142857,30.142857,1.0,0.857143
2,25089.0,2017,20,0.0,0.0,100.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,67.42857099999999,1,2,220,41,201741,98.142857,30.285714,3,19.285714,31.142857,0.928571,0.571429
