cid,year,week,anger,disgust,joy,sad,fear,angerlw,disgustlw,joylw,sadlw,fearlw,bindex,season,cida,cidweek,province,provinceyear,aqi,pm25,realnum,tmin,tmax,wind,sunnyr
1,2017,8,0.0,16.666700000000002,50.0,16.666700000000002,16.666700000000002,0.0,0.181818,0.727273,0.090909,0.0,75.0,4,1,108,21,201721,69.57142900000001,44.571429,6,-6.428571,2.285714,3.928571,0.571429
1,2017,17,0.0,40.0,0.0,60.0,0.0,0.25,0.125,0.5,0.125,0.0,57.571429,1,1,117,21,201721,57.285714,25.428571,5,10.428571,20.285714,4.214286,0.714286
1,2017,31,0.0,22.2222,22.2222,44.4444,11.1111,0.0,0.333333,0.666667,0.0,0.0,24.857143,2,1,131,21,201721,70.85714300000002,20.714286,9,24.571429,31.428571,4.214286,0.285714
1,2017,33,0.0,25.0,50.0,25.0,0.0,0.090909,0.636364,0.181818,0.090909,0.0,32.857143,2,1,133,21,201721,51.42857100000001,19.571429,4,21.714286,28.428571,3.5,0.0
1,2017,34,0.0,0.0,37.5,50.0,12.5,0.0,0.25,0.5,0.25,0.0,24.428571,2,1,134,21,201721,63.714286,28.0,8,20.142857,29.0,3.642857,0.428571
1,2017,35,12.5,0.0,62.5,0.0,25.0,0.0,0.0,0.375,0.5,0.125,16.285714000000002,2,1,135,21,201721,63.571429,30.142857,8,16.0,24.714286,3.785714,0.571429
1,2017,37,0.0,40.0,40.0,20.0,0.0,0.125,0.125,0.5,0.125,0.125,24.857143,3,1,137,21,201721,58.0,28.428571,5,16.714285999999998,26.0,3.5,0.571429
1,2017,38,12.5,0.0,87.5,0.0,0.0,0.0,0.4,0.4,0.2,0.0,24.428571,3,1,138,21,201721,72.714286,24.0,8,16.0,25.428571,4.071429,0.857143
1,2017,39,0.0,14.285700000000002,71.4286,14.285700000000002,0.0,0.125,0.0,0.875,0.0,0.0,24.428571,3,1,139,21,201721,60.85714300000001,33.0,7,12.857143,22.428571,3.928571,0.571429
1,2017,40,0.0,12.5,62.5,25.0,0.0,0.0,0.14285699999999998,0.714286,0.14285699999999998,0.0,32.571428999999995,3,1,140,21,201721,59.285714,25.571429,8,10.428571,19.714286,4.214286,0.857143
1,2017,41,0.0,0.0,33.3333,66.6667,0.0,0.0,0.125,0.625,0.25,0.0,41.857143,3,1,141,21,201721,51.285714,31.857143,3,6.142857,15.714285999999998,3.785714,0.571429
1,2017,44,4.7619,28.571400000000004,33.3333,33.3333,0.0,0.07142899999999999,0.285714,0.357143,0.14285699999999998,0.14285699999999998,33.857143,3,1,144,21,201721,71.57142900000002,46.142857,21,1.5714290000000002,11.857143,4.071429,1.0
1,2017,45,10.0,10.0,70.0,10.0,0.0,0.047619,0.285714,0.333333,0.333333,0.0,91.571429,3,1,145,21,201721,65.14285699999999,39.857143,10,5.3333330000000005,13.833332999999998,4.214286,0.857143
1,2017,46,0.0,22.2222,44.4444,22.2222,11.1111,0.1,0.1,0.7,0.1,0.0,67.42857099999999,3,1,146,21,201721,55.85714300000001,36.714286,9,-3.666667,4.5,4.071429,0.857143
1,2017,47,14.285700000000002,4.7619,28.571400000000004,38.0952,14.285700000000002,0.0,0.222222,0.444444,0.222222,0.111111,49.0,3,1,147,21,201721,52.0,31.428571,21,-5.142857,3.285714,4.071429,0.857143
1,2017,48,3.4483,17.241400000000002,37.931,37.931,3.4483,0.14285699999999998,0.047619,0.285714,0.380952,0.14285699999999998,61.714286,3,1,148,21,201721,52.285714,41.142857,29,-8.166667,0.833333,3.928571,0.714286
1,2017,51,0.0,14.285700000000002,71.4286,14.285700000000002,0.0,0.1,0.2,0.3,0.4,0.0,70.285714,4,1,151,21,201721,69.0,43.142857,7,-6.0,1.857143,3.642857,0.857143
1,2018,2,0.0,15.3846,61.5385,23.0769,0.0,0.0,0.333333,0.666667,0.0,0.0,58.14285699999999,4,1,102,21,201821,66.0,41.857143,13,-13.142857,-3.285714,3.785714,0.714286
1,2018,5,0.0,6.6667000000000005,93.3333,0.0,0.0,0.025641000000000004,0.10256400000000003,0.641026,0.20512800000000006,0.025641000000000004,57.85714300000001,4,1,105,21,201821,70.14285699999999,45.714286,30,-13.0,-4.857143,3.785714,0.714286
1,2018,10,0.0,0.0,66.6667,33.3333,0.0,0.0,0.285714,0.0,0.571429,0.14285699999999998,33.0,1,1,110,21,201821,71.714286,50.571429,3,-6.428571,2.571429,3.642857,0.857143
1,2018,15,0.0,0.0,60.0,40.0,0.0,0.0,0.076923,0.769231,0.153846,0.0,66.57142900000001,1,1,115,21,201821,68.714286,34.0,5,6.428571,16.571429000000002,3.928571,0.714286
1,2018,18,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.5,0.5,0.0,49.285714,1,1,118,21,201821,72.285714,37.571429,1,11.857143,23.285714,3.928571,0.428571
1,2018,20,33.3333,0.0,66.6667,0.0,0.0,0.0,0.5,0.0,0.5,0.0,24.428571,1,1,120,21,201821,64.285714,22.571429,3,18.0,27.285714,4.357143,0.571429
1,2018,24,0.0,0.0,50.0,0.0,50.0,0.5,0.0,0.0,0.5,0.0,25.285714,2,1,124,21,201821,58.85714300000001,24.142857,2,18.571429,25.428571,3.785714,0.285714
1,2018,28,0.0,0.0,100.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0.333333,24.428571,2,1,128,21,201821,36.0,11.857143,2,28.571429,22.857143,3.214286,0.0
1,2018,29,50.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,24.857143,2,1,129,21,201821,44.0,15.142857,2,32.142857,25.285714,3.785714,1.0
1,2018,30,50.0,50.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,24.714286,2,1,130,21,201821,69.57142900000001,26.857143,2,32.857143,25.714286,3.642857,0.571429
1,2018,33,20.0,20.0,20.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,16.285714000000002,2,1,133,21,201821,47.714286,18.285714,5,21.714286,29.285714,3.642857,0.428571
1,2018,34,0.0,25.0,50.0,25.0,0.0,0.2,0.2,0.2,0.4,0.0,32.571428999999995,2,1,134,21,201821,53.85714300000001,28.428571,4,19.571429,26.857143,3.785714,0.14285699999999998
1,2018,35,0.0,25.0,50.0,25.0,0.0,0.0,0.25,0.5,0.25,0.0,8.428571,2,1,135,21,201821,60.285714,33.285714,4,19.857143,27.285714,3.642857,0.571429
1,2018,36,0.0,100.0,0.0,0.0,0.0,0.0,0.25,0.5,0.25,0.0,41.285714,3,1,136,21,201821,46.42857100000001,19.0,1,14.714285999999998,24.571429,3.785714,0.714286
1,2018,37,0.0,0.0,50.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,16.285714000000002,3,1,137,21,201821,52.42857100000001,20.571429,2,17.0,25.428571,3.785714,0.571429
1,2018,38,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.5,0.5,0.0,16.571429000000002,3,1,138,21,201821,64.285714,31.285714,1,14.428571,24.285714,3.928571,0.857143
1,2018,39,0.0,0.0,25.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,16.428570999999998,3,1,139,21,201821,54.14285699999999,30.0,4,11.714286,20.857143,3.642857,0.428571
