cid,year,week,anger,disgust,joy,sad,fear,angerlw,disgustlw,joylw,sadlw,fearlw,bindex,season,cida,cidweek,province,provinceyear,aqi,pm25,realnum,tmin,tmax,wind,sunnyr
76,2015,26,0.0,0.0,75.0,0.0,25.0,0.333333,0.0,0.666667,0.0,0.0,16.285714000000002,2,76,7626,37,201537,90.714286,60.771429000000005,4,20.0,27.571429,3.285714,0.28571399999999997
76,2015,27,14.285700000000002,14.285700000000002,42.8571,14.285700000000002,14.285700000000002,0.0,0.0,0.75,0.0,0.25,0.0,2,76,7627,37,201537,120.42857099999999,82.757143,7,19.571429000000002,30.0,3.214286,0.28571399999999997
76,2015,28,33.3333,0.0,0.0,33.3333,33.3333,0.14285699999999998,0.14285699999999998,0.428571,0.14285699999999998,0.14285699999999998,8.142857000000001,2,76,7628,37,201537,97.285714,63.6,3,23.285714000000002,32.571428999999995,3.5,0.14285699999999998
76,2015,29,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.333333,0.333333,8.142857000000001,2,76,7629,37,201537,85.42857099999999,58.971429,0,21.714285999999998,30.0,3.285714,0.0
76,2015,30,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,76,7630,37,201537,93.85714300000001,65.171429,2,24.857143,33.0,3.428571,0.0
76,2015,31,0.0,60.0,0.0,20.0,20.0,0.5,0.0,0.0,0.5,0.0,0.0,2,76,7631,37,201537,67.85714300000001,43.371429,5,23.714285999999998,31.285714000000002,3.428571,0.0
76,2015,32,14.285700000000002,28.571400000000004,42.8571,0.0,14.285700000000002,0.0,0.6,0.0,0.2,0.2,0.0,2,76,7632,37,201537,56.428571,32.442857000000004,7,22.142857,30.571429,3.357143,0.28571399999999997
76,2015,33,28.571400000000004,28.571400000000004,28.571400000000004,14.285700000000002,0.0,0.14285699999999998,0.28571399999999997,0.428571,0.0,0.14285699999999998,16.571429000000002,2,76,7633,37,201537,110.857143,82.271429,7,21.857143,30.428571,3.142857,0.28571399999999997
76,2015,34,25.0,12.5,25.0,25.0,12.5,0.28571399999999997,0.28571399999999997,0.28571399999999997,0.14285699999999998,0.0,0.0,2,76,7634,37,201537,106.28571399999998,78.542857,8,19.714285999999998,29.571429,3.142857,0.0
76,2015,35,33.3333,33.3333,33.3333,0.0,0.0,0.25,0.125,0.25,0.25,0.125,0.0,2,76,7635,37,201537,76.14285699999999,53.585714,3,18.285714000000002,27.428571,3.428571,0.0
76,2015,36,0.0,0.0,0.0,66.6667,33.3333,0.333333,0.333333,0.333333,0.0,0.0,0.0,3,76,7636,37,201537,71.57142900000001,48.085714,3,18.0,27.142857,3.285714,0.571429
76,2015,37,66.6667,0.0,33.3333,0.0,0.0,0.0,0.0,0.0,0.666667,0.333333,0.0,3,76,7637,37,201537,74.285714,49.142857,3,15.0,24.285714000000002,3.357143,0.428571
76,2015,38,7.2727,47.2727,1.8182,0.0,43.6364,0.666667,0.0,0.333333,0.0,0.0,8.142857000000001,3,76,7638,37,201537,112.0,81.485714,55,17.571429000000002,27.714285999999998,3.142857,0.428571
76,2015,39,12.5,37.5,12.5,12.5,25.0,0.072727,0.47272700000000006,0.018182,0.0,0.43636400000000003,8.142857000000001,3,76,7639,37,201537,100.14285699999999,70.44285699999999,8,16.714285999999998,26.571429,3.285714,0.14285699999999998
76,2015,40,0.0,25.0,25.0,37.5,12.5,0.125,0.375,0.125,0.125,0.25,8.428571,3,76,7640,37,201537,125.857143,91.414286,8,14.142857000000001,25.0,3.357143,0.571429
76,2015,41,12.5,25.0,50.0,12.5,0.0,0.0,0.25,0.25,0.375,0.125,0.0,3,76,7641,37,201537,87.714286,59.185714000000004,8,8.857142999999999,21.142857,3.392857,0.714286
76,2015,42,0.0,16.666700000000002,16.666700000000002,66.6667,0.0,0.125,0.25,0.5,0.125,0.0,35.0,3,76,7642,37,201537,191.571429,148.028571,6,13.428571,25.142857,3.214286,0.857143
76,2015,43,28.571400000000004,21.4286,21.4286,28.571400000000004,0.0,0.0,0.166667,0.166667,0.666667,0.0,75.14285699999999,3,76,7643,37,201537,125.142857,92.085714,14,9.285714,18.857143,3.285714,0.28571399999999997
76,2015,44,0.0,33.3333,33.3333,33.3333,0.0,0.28571399999999997,0.214286,0.214286,0.28571399999999997,0.0,32.571428999999995,3,76,7644,37,201537,110.857143,81.671429,3,5.714286,15.714285999999998,3.285714,0.571429
76,2015,45,0.0,16.666700000000002,27.777800000000006,50.0,5.5556,0.0,0.333333,0.333333,0.333333,0.0,66.0,3,76,7645,37,201537,143.28571399999998,111.871429,18,5.285714,11.571429,3.5,0.14285699999999998
76,2015,46,17.3913,4.3478,30.4348,39.1304,8.6957,0.0,0.166667,0.277778,0.5,0.055555999999999994,42.0,3,76,7646,37,201537,142.71428600000002,110.9,23,5.857143,12.142857000000001,3.142857,0.0
76,2015,47,6.25,12.5,50.0,18.75,12.5,0.173913,0.043477999999999996,0.304348,0.391304,0.086957,69.85714300000001,3,76,7647,37,201537,89.42857099999999,65.628571,16,0.857143,5.571429,3.857143,0.0
76,2015,48,20.0,18.4615,21.5385,26.1538,13.8462,0.0625,0.125,0.5,0.1875,0.125,88.57142900000001,3,76,7648,37,201537,144.0,110.28571399999998,65,-3.857143,4.285714,3.5,0.714286
76,2015,49,17.5,30.0,17.5,17.5,17.5,0.2,0.184615,0.215385,0.261538,0.138462,119.42857099999999,4,76,7649,37,201537,134.14285700000002,99.05714300000001,40,-0.333333,7.3333330000000005,3.321429,0.428571
76,2015,50,16.2791,23.2558,37.2093,16.2791,6.976699999999999,0.175,0.3,0.175,0.175,0.175,130.0,4,76,7650,37,201537,163.85714299999998,126.8,43,-3.142857,5.428571,3.464286,0.428571
76,2015,51,9.3023,13.9535,34.8837,27.906999999999996,13.9535,0.16279100000000002,0.232558,0.372093,0.16279100000000002,0.069767,117.57142900000001,4,76,7651,37,201537,201.0,158.028571,43,-2.833333,5.0,3.285714,0.28571399999999997
76,2015,52,11.5942,24.6377,36.2319,17.3913,10.1449,0.09302300000000001,0.139535,0.348837,0.27907,0.139535,152.428571,4,76,7652,37,201537,225.428571,182.528571,69,-3.142857,5.714286,3.178571,0.571429
76,2016,1,21.2121,12.1212,36.3636,21.2121,9.0909,0.115942,0.24637699999999998,0.362319,0.173913,0.101449,93.85714300000001,4,76,7601,37,201637,194.71428600000002,155.571429,33,-3.8,4.6,3.357143,0.428571
76,2016,2,15.3846,7.6923,7.6923,53.8462,15.3846,0.212121,0.12121199999999999,0.363636,0.212121,0.090909,89.57142900000001,4,76,7602,37,201637,175.28571399999998,136.64285700000002,13,-6.428571,1.857143,3.0,0.714286
76,2016,3,13.0435,34.7826,26.087,17.3913,8.6957,0.153846,0.076923,0.076923,0.538462,0.153846,78.85714300000001,4,76,7603,37,201637,168.0,130.514286,23,-7.714286,1.285714,3.0,0.28571399999999997
76,2016,4,22.2222,0.0,44.4444,22.2222,11.1111,0.130435,0.347826,0.26087,0.173913,0.086957,33.0,4,76,7604,37,201637,140.428571,104.9,9,-12.571429,-2.142857,3.0,0.428571
76,2016,5,0.0,50.0,30.0,20.0,0.0,0.22222199999999998,0.0,0.44444399999999995,0.22222199999999998,0.11111099999999999,16.285714000000002,4,76,7605,37,201637,131.0,98.728571,10,-6.0,3.571429,3.071429,0.428571
76,2016,6,0.0,22.2222,55.55560000000001,22.2222,0.0,0.0,0.5,0.3,0.2,0.0,8.142857000000001,4,76,7606,37,201637,124.71428600000002,92.657143,9,-1.4285709999999998,9.857142999999999,3.142857,0.428571
76,2016,7,0.0,45.4545,45.4545,9.0909,0.0,0.0,0.22222199999999998,0.555556,0.22222199999999998,0.0,41.0,4,76,7607,37,201637,97.285714,72.771429,11,-3.8,4.4,3.0,0.0
76,2016,8,20.0,20.0,20.0,0.0,40.0,0.0,0.454545,0.454545,0.090909,0.0,33.142857,4,76,7608,37,201637,115.57142900000001,84.64285699999999,5,-2.285714,7.142857000000001,3.0,0.0
76,2016,9,14.285700000000002,0.0,57.1429,14.285700000000002,14.285700000000002,0.2,0.2,0.2,0.0,0.4,24.857143,2,76,7609,37,201637,134.428571,101.085714,7,0.714286,11.0,3.071429,0.428571
76,2016,10,12.5,25.0,50.0,12.5,0.0,0.14285699999999998,0.0,0.571429,0.14285699999999998,0.14285699999999998,24.428570999999998,1,76,7610,37,201637,124.142857,84.8,8,1.0,11.166667,3.0,0.14285699999999998
76,2016,11,0.0,0.0,100.0,0.0,0.0,0.125,0.25,0.5,0.125,0.0,8.142857000000001,1,76,7611,37,201637,137.571429,103.085714,1,2.714286,13.0,3.0,0.0
76,2016,12,18.1818,18.1818,45.4545,9.0909,9.0909,0.0,0.0,1.0,0.0,0.0,24.857143,1,76,7612,37,201637,138.428571,99.957143,11,5.5,18.833333,3.214286,0.714286
76,2016,13,10.0,10.0,60.0,20.0,0.0,0.181818,0.181818,0.454545,0.090909,0.090909,24.428570999999998,1,76,7613,37,201637,99.85714300000001,66.328571,10,7.714286,19.428570999999998,3.214286,0.14285699999999998
76,2016,14,0.0,0.0,100.0,0.0,0.0,0.1,0.1,0.6,0.2,0.0,33.714286,1,76,7614,37,201637,109.857143,74.785714,4,9.285714,20.714285999999998,3.428571,0.14285699999999998
76,2016,15,0.0,28.571400000000004,42.8571,28.571400000000004,0.0,0.0,0.0,1.0,0.0,0.0,32.571428999999995,1,76,7615,37,201637,185.0,138.8,7,12.0,25.714285999999998,3.142857,0.571429
76,2016,16,18.1818,0.0,72.7273,0.0,9.0909,0.0,0.28571399999999997,0.428571,0.28571399999999997,0.0,32.571428999999995,1,76,7616,37,201637,124.857143,86.042857,11,11.714286,23.285714000000002,3.071429,0.28571399999999997
76,2016,17,0.0,30.0,30.0,40.0,0.0,0.181818,0.0,0.727273,0.0,0.090909,32.857143,1,76,7617,37,201637,131.85714299999998,89.6,10,11.428571,24.428570999999998,3.0,0.14285699999999998
76,2016,18,0.0,22.2222,33.3333,33.3333,11.1111,0.0,0.3,0.3,0.4,0.0,24.428570999999998,1,76,7618,37,201637,174.85714299999998,100.514286,9,16.714285999999998,30.142857,3.0,0.428571
76,2016,19,0.0,20.0,0.0,20.0,60.0,0.0,0.22222199999999998,0.333333,0.333333,0.11111099999999999,16.285714000000002,1,76,7619,37,201637,254.285714,158.514286,5,13.428571,24.714285999999998,3.214286,0.28571399999999997
76,2016,20,50.0,0.0,25.0,25.0,0.0,0.0,0.2,0.0,0.2,0.6,25.285714000000002,1,76,7620,37,201637,165.85714299999998,82.028571,4,12.0,25.428570999999998,3.071429,0.428571
76,2016,21,0.0,33.3333,0.0,0.0,66.6667,0.5,0.0,0.25,0.25,0.0,16.285714000000002,1,76,7621,37,201637,185.14285700000002,102.9,3,15.714285999999998,28.0,3.214286,0.14285699999999998
76,2016,22,33.3333,0.0,0.0,33.3333,33.3333,0.0,0.333333,0.0,0.0,0.666667,24.428570999999998,1,76,7622,37,201637,188.571429,109.9,3,16.428570999999998,28.285714000000002,3.071429,0.28571399999999997
76,2016,23,11.1111,0.0,33.3333,33.3333,22.2222,0.333333,0.0,0.0,0.333333,0.333333,16.857143,2,76,7623,37,201637,115.57142900000001,75.85714300000001,9,17.428570999999998,28.857143,1.5,0.0
76,2016,24,20.0,0.0,20.0,40.0,20.0,0.11111099999999999,0.0,0.333333,0.333333,0.22222199999999998,32.571428999999995,2,76,7624,37,201637,105.42857099999999,47.714286,5,19.285714000000002,30.428571,1.5,0.14285699999999998
76,2016,25,16.666700000000002,16.666700000000002,16.666700000000002,33.3333,16.666700000000002,0.2,0.0,0.2,0.4,0.2,0.0,2,76,7625,37,201637,119.42857099999999,53.285714,6,21.857143,34.142857,1.785714,0.0
76,2016,26,0.0,0.0,66.6667,33.3333,0.0,0.166667,0.166667,0.166667,0.333333,0.166667,24.428570999999998,2,76,7626,37,201637,100.0,44.285714,3,19.857143,32.0,1.785714,0.428571
76,2016,27,0.0,11.1111,55.55560000000001,33.3333,0.0,0.0,0.0,0.666667,0.333333,0.0,0.0,2,76,7627,37,201637,109.857143,60.0,9,19.714285999999998,30.428571,1.785714,0.0
