cid,year,week,anger,disgust,joy,sad,fear,angerlw,disgustlw,joylw,sadlw,fearlw,bindex,season,cida,cidweek,province,provinceyear,aqi,pm25,realnum,tmin,tmax,wind,sunnyr
4,2014,40,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571429,3,4,440,61,201461,118.28571399999998,70.914286,4,13.571429,23.714285999999998,0.0,0.714286
4,2014,41,3.9604,18.8119,26.7327,33.6634,16.831699999999998,0.25,0.25,0.25,0.25,0.0,140.14285700000002,3,4,441,61,201461,124.42857099999999,87.3,101,10.571429,18.571429000000002,0.0,0.28571399999999997
4,2014,42,5.8824000000000005,23.5294,29.4118,29.4118,11.7647,0.039604,0.188119,0.267327,0.336634,0.168317,76.714286,3,4,442,61,201461,73.285714,43.042857,17,11.571429,20.0,0.0,0.428571
4,2014,43,8.8235,20.5882,29.4118,32.3529,8.8235,0.058824,0.235294,0.294118,0.294118,0.117647,102.42857099999999,3,4,443,61,201461,89.42857099999999,58.157143000000005,34,10.0,21.428570999999998,0.0,0.571429
4,2014,44,6.382999999999999,2.1277,51.0638,36.1702,4.2553,0.08823500000000001,0.205882,0.294118,0.323529,0.08823500000000001,92.285714,3,4,444,61,201461,94.57142900000001,60.085714,47,5.714286,14.571429,0.0,0.571429
4,2014,45,31.25,18.75,25.0,12.5,12.5,0.06383,0.021277,0.510638,0.361702,0.042553,84.57142900000001,3,4,445,61,201461,129.571429,92.257143,16,5.714286,12.857142999999999,0.0,0.14285699999999998
4,2014,46,40.0,20.0,40.0,0.0,0.0,0.3125,0.1875,0.25,0.125,0.125,75.14285699999999,3,4,446,61,201461,103.57142900000001,70.2,5,2.571429,11.285714,0.0,0.714286
4,2014,47,2.7778,27.777800000000006,22.2222,33.3333,13.8889,0.4,0.2,0.4,0.0,0.0,88.285714,3,4,447,61,201461,97.42857099999999,69.271429,36,3.857143,11.285714,0.0,0.14285699999999998
4,2014,48,10.0,35.0,30.0,25.0,0.0,0.027777999999999997,0.277778,0.22222199999999998,0.333333,0.138889,67.714286,3,4,448,61,201461,79.85714300000001,52.314285999999996,20,0.4,7.8,0.0,0.14285699999999998
4,2014,49,17.6471,29.4118,17.6471,17.6471,17.6471,0.1,0.35,0.3,0.25,0.0,57.714286,4,4,449,61,201461,93.42857099999999,61.185714000000004,17,-2.0,5.6666669999999995,0.0,0.714286
